0	10
1	10
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	40
10	40
11	40
12	40
13	40
14	40
15	40
16	40
17	40
18	40
19	102
20	102
21	102
22	102
23	102
24	102
25	102
26	148
27	148
28	148
29	148
30	148
31	101
32	101
33	101
34	101
35	101
36	88
37	88
38	88
39	88
40	5
41	5
42	5
43	5
44	5
45	5
46	56
47	5
48	5
49	105
50	105
51	105
52	105
53	105
54	105
55	74
56	74
57	74
58	74
59	74
60	124
61	124
62	5
63	5
64	5
65	5
66	5
67	5
68	5
69	116
70	116
71	116
72	116
73	174
74	174
75	174
76	115
77	115
78	115
79	115
80	192
81	192
82	89
83	89
84	89
85	89
86	89
87	89
88	89
89	89
90	89
91	51
92	51
93	51
94	79
95	51
96	51
97	79
98	79
99	79
100	79
101	51
102	51
103	51
104	51
105	51
106	51
107	51
108	51
109	51
110	51
111	51
112	168
113	168
114	168
115	168
116	105
117	105
118	105
119	105
120	146
121	146
122	146
123	146
124	146
125	146
126	146
127	146
128	105
129	105
130	105
131	80
132	58
133	134
134	58
135	89
136	89
137	89
138	89
139	89
140	89
141	89
142	89
143	89
144	101
145	42
146	101
147	42
148	42
149	42
150	42
151	42
152	13
153	13
154	13
155	13
156	146
157	146
158	146
159	146
160	141
161	141
162	141
163	141
164	141
165	141
166	23
167	23
168	23
169	23
170	23
171	23
172	23
173	23
174	155
175	155
176	155
177	155
178	155
179	155
180	155
181	5
182	5
183	5
184	5
185	5
186	5
187	23
188	5
189	5
190	5
191	174
192	174
193	174
194	174
195	174
196	174
197	174
198	174
199	174
200	174
201	150
202	38
203	147
204	150
205	38
206	150
207	34
208	34
209	34
210	43
211	43
212	43
213	43
214	10
215	10
216	10
217	10
218	10
219	10
220	10
221	10
222	40
223	40
224	40
225	40
226	97
227	97
228	97
229	97
230	97
231	97
232	51
233	51
234	51
235	51
236	51
237	51
238	51
239	51
240	51
241	51
242	86
243	86
244	86
245	86
246	86
247	86
248	86
249	86
250	86
251	86
252	3
253	3
254	3
255	3
256	3
257	3
258	74
259	74
260	74
261	74
262	74
263	115
264	115
265	115
266	115
267	115
268	115
269	115
270	141
271	141
272	141
273	25
274	25
275	25
276	134
277	134
278	134
279	134
280	134
281	134
282	134
283	134
284	134
285	105
286	105
287	105
288	105
289	105
290	105
291	105
292	40
293	40
294	40
295	40
296	40
297	40
298	43
299	43
300	43
301	43
302	43
303	43
304	43
305	174
306	174
307	174
308	174
309	35
310	35
311	35
312	35
313	35
314	35
